0.000000 0.242861 0.242861 0.242861 -1.162291 
 0.000083 0.242272 0.242272 0.242272 -3.529340 
 0.000167 0.242272 0.242272 0.242272 -3.529340 
 0.000250 0.242272 0.242272 0.242272 0.000000 
 0.000333 0.242272 0.242272 0.242272 0.000000 
 0.000417 0.242272 0.242272 0.242272 0.000000 
 0.000500 0.242272 0.242272 0.242272 0.000000 
 0.000583 0.242272 0.242272 0.242272 0.000000 
 0.000667 0.242272 0.242272 0.242272 0.000000 
 0.000750 0.243248 0.243248 0.243248 5.855620 
 0.000833 0.243248 0.243248 0.243248 5.855620 
 0.000917 0.243248 0.243248 0.243248 0.000000 
 0.001000 0.243248 0.243248 0.243248 0.000000 
 0.001083 0.243248 0.243248 0.243248 0.000000 
 0.001167 0.243248 0.243248 0.243248 0.000000 
 0.001250 0.243836 0.243836 0.243836 3.525764 
 0.001333 0.243836 0.243836 0.243836 3.525764 
 0.001417 0.244031 0.244031 0.244031 1.167476 
 0.001500 0.244031 0.244031 0.244031 1.167476 
 0.001583 0.244813 0.244813 0.244813 4.691273 
 0.001667 0.244813 0.244813 0.244813 4.691273 
 0.001750 0.247353 0.247353 0.247353 15.245944 
 0.001833 0.247353 0.247353 0.247353 15.245944 
 0.001917 0.245790 0.245790 0.245790 -9.380311 
 0.002000 0.245790 0.245790 0.245790 -9.380311 
 0.002083 0.245790 0.245790 0.245790 0.000000 
 0.002167 0.245790 0.245790 0.245790 0.000000 
 0.002250 0.248135 0.248135 0.248135 14.067739 
 0.002333 0.248135 0.248135 0.248135 14.067739 
 0.002417 0.248135 0.248135 0.248135 0.000000 
 0.002500 0.248135 0.248135 0.248135 0.000000 
 0.002583 0.249114 0.249114 0.249114 5.877346 
 0.002667 0.249114 0.249114 0.249114 5.877346 
 0.002750 0.249895 0.249895 0.249895 4.687250 
 0.002833 0.249895 0.249895 0.249895 4.687250 
 0.002917 0.250676 0.250676 0.250676 4.685193 
 0.003000 0.250676 0.250676 0.250676 4.685193 
 0.003083 0.252237 0.252237 0.252237 9.365023 
 0.003167 0.252237 0.252237 0.252237 9.365023 
 0.003250 0.252640 0.252640 0.252640 2.416492 
 0.003333 0.252640 0.252640 0.252640 2.416492 
 0.003417 0.253999 0.253999 0.253999 8.154810 
 0.003500 0.253999 0.253999 0.253999 8.154810 
 0.003583 0.254982 0.254982 0.254982 5.898714 
 0.003667 0.254982 0.254982 0.254982 5.898714 
 0.003750 0.256542 0.256542 0.256542 9.359657 
 0.003833 0.256542 0.256542 0.256542 9.359657 
 0.003917 0.258513 0.258513 0.258513 11.823535 
 0.004000 0.258513 0.258513 0.258513 11.823535 
 0.004083 0.259086 0.259086 0.259086 3.439665 
 0.004167 0.259086 0.259086 0.259086 3.439665 
 0.004250 0.260280 0.260280 0.260280 7.163644 
 0.004333 0.260280 0.260280 0.260280 7.163644 
 0.004417 0.262619 0.262619 0.262619 14.032602 
 0.004500 0.262619 0.262619 0.262619 14.032602 
 0.004583 0.263966 0.263966 0.263966 8.082390 
 0.004667 0.263966 0.263966 0.263966 8.082390 
 0.004750 0.265732 0.265732 0.265732 10.599554 
 0.004833 0.265732 0.265732 0.265732 10.599554 
 0.004917 0.267500 0.267500 0.267500 10.607243 
 0.005000 0.267500 0.267500 0.267500 10.607243 
 0.005083 0.269484 0.269484 0.269484 11.903107 
 0.005167 0.269484 0.269484 0.269484 11.903107 
 0.005250 0.271817 0.271817 0.271817 13.997197 
 0.005333 0.271817 0.271817 0.271817 13.997197 
 0.005417 0.272811 0.272811 0.272811 5.965948 
 0.005500 0.272811 0.272811 0.272811 5.965948 
 0.005583 0.274584 0.274584 0.274584 10.636210 
 0.005667 0.274584 0.274584 0.274584 10.636210 
 0.005750 0.276358 0.276358 0.276358 10.643900 
 0.005833 0.276358 0.276358 0.276358 10.643900 
 0.005917 0.278688 0.278688 0.278688 13.978422 
 0.006000 0.278688 0.278688 0.278688 13.978422 
 0.006083 0.281014 0.281014 0.281014 13.959646 
 0.006167 0.281014 0.281014 0.281014 13.959646 
 0.006250 0.283014 0.283014 0.283014 11.997879 
 0.006333 0.283014 0.283014 0.283014 11.997879 
 0.006417 0.285018 0.285018 0.285018 12.024343 
 0.006500 0.285018 0.285018 0.285018 12.024343 
 0.006583 0.287344 0.287344 0.287344 13.955712 
 0.006667 0.287344 0.287344 0.287344 13.955712 
 0.006750 0.288578 0.288578 0.288578 7.405758 
 0.006833 0.288578 0.288578 0.288578 7.405758 
 0.006917 0.292684 0.292684 0.292684 24.636984 
 0.007000 0.292684 0.292684 0.292684 24.636984 
 0.007083 0.295006 0.295006 0.295006 13.926565 
 0.007167 0.295006 0.295006 0.295006 13.926565 
 0.007250 0.297323 0.297323 0.297323 13.907253 
 0.007333 0.297323 0.297323 0.297323 13.907253 
 0.007417 0.300354 0.300354 0.300354 18.184662 
 0.007500 0.300354 0.300354 0.300354 18.184662 
 0.007583 0.302670 0.302670 0.302670 13.896704 
 0.007667 0.302670 0.302670 0.302670 13.896704 
 0.007750 0.305226 0.305226 0.305226 15.332222 
 0.007833 0.305226 0.305226 0.305226 15.332222 
 0.007917 0.307781 0.307781 0.307781 15.334368 
 0.008000 0.307781 0.307781 0.307781 15.334368 
 0.008083 0.310832 0.310832 0.310832 18.301964 
 0.008167 0.310832 0.310832 0.310832 18.301964 
 0.008250 0.313912 0.313912 0.313912 18.479883 
 0.008333 0.313912 0.313912 0.313912 18.479883 
 0.008417 0.316469 0.316469 0.316469 15.344561 
 0.008500 0.316469 0.316469 0.316469 15.344561 
 0.008583 0.319281 0.319281 0.319281 16.868591 
 0.008667 0.319281 0.319281 0.319281 16.868591 
 0.008750 0.321840 0.321840 0.321840 15.357256 
 0.008833 0.321840 0.321840 0.321840 15.357256 
 0.008917 0.325425 0.325425 0.325425 21.511316 
 0.009000 0.325425 0.325425 0.325425 21.511316 
 0.009083 0.328753 0.328753 0.328753 19.963146 
 0.009167 0.328753 0.328753 0.328753 19.963146 
 0.009250 0.332342 0.332342 0.332342 21.536709 
 0.009333 0.332342 0.332342 0.332342 21.536709 
 0.009417 0.335668 0.335668 0.335668 19.955276 
 0.009500 0.335668 0.335668 0.335668 19.955276 
 0.009583 0.338228 0.338228 0.338228 15.361727 
 0.009667 0.338228 0.338228 0.338228 15.361727 
 0.009750 0.342094 0.342094 0.342094 23.195923 
